Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m)
51:28.5,0.2127,-0.1952,-1.045,0.2701,-0.014,-0.0633,-0.0688,-0.2526,0.3984,-0.0584,0.1822,2.4799,49.737048,-123.09867,5.4785,320.3485,140.841736,4,3
51:28.6,0.2796,-0.127,-0.8638,0.3134,0.0524,0.1194,0.0986,0.4261,0.5866,-0.0344,0.1804,2.535,49.737048,-123.09867,5.4785,317.7053,140.841736,4,3
51:28.7,0.2151,-0.1976,-0.992,0.2562,-0.0111,-0.0104,0.1306,-0.0296,0.6117,-0.0419,0.1876,2.5969,49.737048,-123.09867,5.4785,314.0872,140.841736,4,3
51:28.8,0.2832,-0.1968,-0.8892,0.3086,-0.0066,0.0922,0.1158,0.3938,0.4754,-0.0259,0.1914,2.6454,49.737048,-123.09867,5.4785,311.0464,140.841736,4,3
51:28.9,0.2697,-0.2027,-1.035,0.3133,-0.0156,-0.0537,-0.006,-0.2577,0.5201,-0.0443,0.1883,2.6947,49.737048,-123.09867,5.4785,308.2285,140.841736,4,3
51:29.0,0.2391,-0.2066,-0.9054,0.2844,-0.0161,0.0752,0.1105,0.1928,0.4502,-0.0462,0.1916,2.74,49.737048,-123.09867,5.4785,305.5144,140.841736,4,3
51:29.1,0.1713,-0.1899,-1.0381,0.2385,-0.0058,-0.0575,-0.0581,-0.3033,0.3342,-0.0685,0.1852,2.7768,49.737048,-123.09867,5.4785,303.0938,140.841736,4,3
51:29.2,0.2239,-0.1489,-0.9371,0.283,0.0369,0.0437,0.0891,0.2685,0.4334,-0.0602,0.187,2.818,49.737168,-123.098564,4.7993,300.8452,140.841736,10.5,3
51:29.3,0.2209,-0.1366,-0.9664,0.284,0.0388,0.0161,-0.0838,0.0177,0.3919,-0.0642,0.1763,2.8569,49.737168,-123.098564,4.7993,298.4642,140.841736,10.5,3
51:29.4,0.2256,-0.1173,-0.951,0.289,0.0573,0.0316,0.0742,-0.0861,0.4695,-0.0644,0.1755,2.9031,49.737168,-123.098564,4.7993,295.9204,140.841736,10.5,3
51:29.5,0.1871,-0.1752,-0.9419,0.2491,0.006,0.0396,0.1605,0.1759,0.5996,-0.0631,0.1821,2.9606,49.737168,-123.098564,4.7993,292.8315,140.841736,10.5,3
51:29.6,0.1675,-0.1762,-1.0642,0.2468,0.0032,-0.0533,-0.0691,0.0132,0.5883,-0.0633,0.1793,3.0148,49.737168,-123.098564,4.7993,289.3668,140.841736,10.5,3
51:29.7,0.2999,-0.1336,-0.9013,0.3367,0.0429,0.0823,0.043,0.4868,0.5836,-0.0374,0.1775,3.0732,49.737168,-123.098564,4.7993,286.1226,140.841736,10.5,3
51:29.8,0.1602,-0.1252,-1.0951,0.22,0.0423,-0.111,-0.0218,-0.2878,0.394,-0.0607,0.1683,3.1154,49.737168,-123.098564,4.7993,283.127,140.841736,10.5,3
51:29.9,0.2447,-0.1323,-0.9661,0.2873,0.0434,0.0174,0.198,0.3106,0.5082,-0.0433,0.1766,-3.1167,49.737168,-123.098564,4.7993,280.5168,140.841736,10.5,3
51:30.0,0.2283,-0.1485,-0.9159,0.2537,0.0309,0.0675,0.1029,0.4487,0.545,-0.0258,0.1804,-3.0631,49.737168,-123.098564,4.7993,277.4417,140.841736,10.5,3
51:30.1,0.214,-0.1428,-1.0984,0.247,0.0379,-0.1154,0.0015,-0.2575,0.4849,-0.0335,0.1817,-3.0127,49.737168,-123.098564,4.7993,274.2917,140.841736,10.5,3
51:30.2,0.3119,-0.145,-0.8335,0.3117,0.0401,0.1492,0.0974,0.7568,0.6294,0.0002,0.1862,-2.954,49.737164,-123.098577,4.7993,271.2638,140.841736,4,3
51:30.3,0.2094,-0.155,-1.1546,0.2693,0.0402,-0.1165,-0.0349,-0.3411,0.586,-0.0223,0.183,-2.8999,49.737164,-123.098577,4.7993,267.7295,140.841736,4,3
51:30.4,0.3513,-0.1235,-0.8921,0.3483,0.0723,0.0885,0.2204,0.6958,0.5107,0.003,0.197,-2.8491,49.737164,-123.098577,4.7993,264.8389,140.841736,4,3
51:30.5,0.2218,-0.1679,-1.0955,0.2354,0.0232,-0.114,-0.0156,-0.1066,0.5175,-0.0139,0.1923,-2.7987,49.737164,-123.098577,4.7993,261.9806,140.841736,4,3
51:30.6,0.2785,-0.1571,-0.8812,0.268,0.0484,0.0974,0.2171,0.5249,0.6019,0.0107,0.207,-2.7429,49.737164,-123.098577,4.7993,258.9427,140.841736,4,3
51:30.7,0.2347,-0.1828,-1.0017,0.2261,0.0218,-0.0229,-0.0359,0.0093,0.5413,0.0088,0.2061,-2.6867,49.737164,-123.098577,4.7993,255.6466,140.841736,4,3
51:30.8,0.2996,-0.1747,-0.9996,0.2895,0.0335,-0.0216,0.0635,0.0228,0.4175,0.0103,0.2097,-2.6385,49.737164,-123.098577,4.7993,252.5275,140.841736,4,3
51:30.9,0.261,-0.1606,-1.051,0.2626,0.0479,-0.073,-0.0336,-0.1847,0.4254,-0.0017,0.2101,-2.5939,49.737164,-123.098577,4.7993,249.9785,140.841736,4,3
51:31.0,0.3779,-0.1393,-0.8814,0.358,0.065,0.0973,-0.0605,0.5133,0.6018,0.0204,0.2058,-2.5386,49.737164,-123.098577,4.7993,247.3202,140.841736,4,3
51:31.1,0.2579,-0.1493,-1.0521,0.2531,0.0338,-0.069,-0.2292,-0.1643,0.5781,0.0049,0.1841,-2.4808,49.737164,-123.098577,4.7993,244.0324,140.841736,4,3
51:31.2,0.4117,-0.1149,-0.9668,0.3792,0.0604,0.0171,-0.0051,0.5778,0.6725,0.033,0.1763,-2.4157,49.737207,-123.098595,5.0545,240.5778,141.129868,4,3
51:31.3,0.2722,-0.1342,-1.0386,0.2479,0.0271,-0.052,-0.0916,0.1444,0.7094,0.0246,0.1621,-2.3537,49.737207,-123.098595,5.0545,236.9056,141.129868,4,3
51:31.4,0.3602,-0.0844,-1.0075,0.3193,0.0723,-0.0207,-0.083,0.2215,0.6425,0.0414,0.1573,-2.29,49.737207,-123.098595,5.0545,233.3775,141.129868,4,3
51:31.5,0.2979,-0.127,-0.9936,0.2591,0.0326,-0.0072,0.0932,0.1535,0.6059,0.0393,0.1603,-2.2278,49.737207,-123.098595,5.0545,229.81,141.129868,4,3
51:31.6,0.3511,-0.0816,-0.937,0.2886,0.0792,0.048,-0.0233,0.3134,0.7389,0.0634,0.1615,-2.1523,49.737207,-123.098595,5.0545,224.9602,141.129868,4,3
51:31.7,0.3959,-0.1035,-0.8823,0.3228,0.0534,0.1026,-0.0626,0.3273,0.5692,0.0741,0.1575,-2.0935,49.737207,-123.098595,5.0545,222.1034,141.129868,4,3
51:31.8,0.3381,-0.0361,-1.0747,0.3081,0.1076,-0.0855,-0.1797,-0.6858,0.2506,0.0303,0.1443,-2.0625,49.737207,-123.098595,5.0545,219.4082,141.129868,4,3
51:31.9,0.3332,-0.0737,-0.9109,0.2956,0.0829,0.076,0.2277,0.4192,0.6592,0.038,0.1573,-2.0048,49.737207,-123.098595,5.0545,216.6329,141.129868,4,3
51:32.0,0.3165,-0.0991,-0.9478,0.2674,0.0588,0.0385,-0.064,0.2438,0.8091,0.0497,0.1585,-1.9268,49.737207,-123.098595,5.0545,213.5066,141.129868,4,3
51:32.1,0.3376,-0.1018,-1.0155,0.2855,0.0652,-0.0309,0.105,-0.006,0.5925,0.0528,0.1677,-1.8635,49.737207,-123.098595,5.0545,209.3838,141.129868,4,3
51:32.2,0.3829,-0.1098,-0.9548,0.3288,0.064,0.0285,0.0036,0.0786,0.5192,0.0549,0.1747,-1.8107,49.737242,-123.098619,6.2219,206.3551,141.416901,6,3
51:32.3,0.4133,-0.0575,-0.9594,0.3756,0.1205,0.0239,0.0057,-0.1589,0.5472,0.0383,0.1789,-1.758,49.737242,-123.098619,6.2219,203.4469,141.416901,6,3
51:32.4,0.2933,-0.1105,-0.918,0.2616,0.0781,0.0635,0.1263,0.1484,0.5781,0.0323,0.1897,-1.7026,49.737242,-123.098619,6.2219,200.6733,141.416901,6,3
51:32.5,0.3163,-0.1643,-1.0151,0.2784,0.0312,-0.0351,0.0483,0.2532,0.6639,0.0386,0.1968,-1.6368,49.737242,-123.098619,6.2219,197.1949,141.416901,6,3
51:32.6,0.3448,-0.1321,-0.9616,0.2857,0.0623,0.0175,-0.0424,0.2378,0.5913,0.0603,0.1956,-1.5716,49.737242,-123.098619,6.2219,193.3652,141.416901,6,3
51:32.7,0.3844,-0.1374,-1.042,0.3199,0.0526,-0.0624,-0.0424,0.2813,0.6128,0.0658,0.1911,-1.5108,49.737242,-123.098619,6.2219,190.1197,141.416901,6,3
51:32.8,0.4768,-0.0948,-0.8656,0.3957,0.0877,0.1143,-0.146,0.3271,0.6087,0.0826,0.1835,-1.449,49.737242,-123.098619,6.2219,186.784,141.416901,6,3
51:32.9,0.4028,-0.0828,-1.0354,0.3489,0.0911,-0.0522,-0.1319,-0.3541,0.4547,0.0547,0.1748,-1.4008,49.737242,-123.098619,6.2219,183.7547,141.416901,6,3
51:33.0,0.4153,-0.1115,-0.9237,0.3535,0.0739,0.057,0.1669,0.354,0.5426,0.0629,0.1865,-1.3496,49.737242,-123.098619,6.2219,181.2796,141.416901,6,3
51:33.1,0.3446,-0.106,-1.0146,0.2884,0.0817,-0.034,-0.0809,-0.2098,0.6901,0.0573,0.1889,-1.2837,49.737242,-123.098619,6.2219,177.9989,141.416901,6,3
51:33.2,0.4165,-0.113,-0.8589,0.3336,0.0825,0.1182,0.0568,0.4544,0.6593,0.0847,0.1968,-1.2176,49.737241,-123.098619,6.2129,174.3098,141.358566,11.2,3
51:33.3,0.4587,-0.1058,-1.0145,0.3847,0.0847,-0.0356,-0.0882,-0.0811,0.5272,0.0755,0.1917,-1.1625,49.737241,-123.098619,6.2129,171.0416,141.358566,11.2,3
51:33.4,0.4961,-0.066,-0.9425,0.4311,0.1251,0.0414,-0.0445,0.0833,0.611,0.0721,0.1895,-1.1075,49.737241,-123.098619,6.2129,168.1279,141.358566,11.2,3
51:33.5,0.4656,-0.0878,-0.8813,0.4048,0.0946,0.0703,0.0067,0.0736,0.6238,0.0607,0.1929,-1.0455,49.737241,-123.098619,6.2129,164.8166,141.358566,11.2,3
51:33.6,0.3627,-0.1072,-0.962,0.3241,0.0917,0.0173,0.0281,-0.2389,0.5704,0.0394,0.2002,-0.9804,49.737241,-123.098619,6.2129,161.2623,141.358566,11.2,3
51:33.7,0.4007,-0.1207,-0.9841,0.3635,0.0802,-0.0052,-0.0476,0.2051,0.5378,0.038,0.2022,-0.9279,49.737241,-123.098619,6.2129,158.3991,141.358566,11.2,3
51:33.8,0.4048,-0.1178,-0.9767,0.3623,0.0795,0.0027,-0.0564,0.2638,0.6778,0.0434,0.1985,-0.8618,49.737241,-123.098619,6.2129,155.1201,141.358566,11.2,3
51:33.9,0.4263,-0.1326,-0.8866,0.3752,0.0666,0.092,-0.0168,0.1565,0.6476,0.0522,0.2006,-0.7953,49.737241,-123.098619,6.2129,151.2031,141.358566,11.2,3
51:34.0,0.466,-0.1139,-0.9984,0.4222,0.0832,-0.019,-0.0306,-0.0856,0.5698,0.0447,0.1984,-0.7392,49.737241,-123.098619,6.2129,147.7124,141.358566,11.2,3
51:34.1,0.4664,-0.1255,-0.9912,0.4327,0.0749,-0.012,0.0388,0.1506,0.5675,0.0345,0.2018,-0.6856,49.737241,-123.098619,6.2129,144.7442,141.358566,11.2,3
51:34.2,0.4493,-0.1137,-0.9877,0.4254,0.0882,-0.0086,0.0067,-0.054,0.6137,0.0244,0.2033,-0.6257,49.737185,-123.098923,6.2129,141.4132,140.893417,12.7,3
51:34.3,0.3609,-0.1136,-1.0091,0.3498,0.0934,-0.0308,0.0292,0.0039,0.552,0.0114,0.2085,-0.57,49.737185,-123.098923,6.2129,138.0975,140.893417,12.7,3
51:34.4,0.3996,-0.1439,-0.9852,0.3774,0.0709,-0.0088,0.0536,0.2701,0.6907,0.0228,0.2165,-0.5034,49.737185,-123.098923,6.2129,134.6764,140.893417,12.7,3
51:34.5,0.4828,-0.1711,-0.9293,0.4329,0.0501,0.0446,0.0545,0.6132,0.788,0.0512,0.223,-0.4265,49.737185,-123.098923,6.2129,129.3265,140.893417,12.7,3
51:34.6,0.4921,-0.1359,-0.957,0.4553,0.0772,0.0193,-0.1224,-0.1611,0.5642,0.0376,0.2148,-0.3667,49.737185,-123.098923,6.2129,126.498,140.893417,12.7,3
51:34.7,0.4716,-0.1762,-1.0453,0.4597,0.037,-0.0683,0.0548,-0.1378,0.5611,0.0122,0.2149,-0.312,49.737185,-123.098923,6.2129,123.4691,140.893417,12.7,3
51:34.8,0.4667,-0.1192,-0.9394,0.4559,0.0956,0.0372,0.0367,0.084,0.5021,0.011,0.2165,-0.2578,49.737185,-123.098923,6.2129,120.2193,140.893417,12.7,3
51:34.9,0.4383,-0.0927,-0.9971,0.4352,0.1231,-0.0207,0.0303,0.1869,0.5473,0.0032,0.2176,-0.2013,49.737185,-123.098923,6.2129,117.0564,140.893417,12.7,3
51:35.0,0.4811,-0.1513,-0.9438,0.4849,0.0729,0.0307,0.123,0.2076,0.6424,-0.0038,0.2261,-0.141,49.737185,-123.098923,6.2129,113.8195,140.893417,12.7,3
51:35.1,0.4497,-0.0858,-1.0429,0.4707,0.1352,-0.0679,-0.0434,-0.2407,0.5309,-0.0215,0.2229,-0.0882,49.737185,-123.098923,6.2129,110.5975,140.893417,12.7,3
51:35.2,0.4654,-0.1367,-0.9453,0.4837,0.0875,0.0291,0.0729,0.5163,0.6296,-0.0188,0.2261,-0.029,49.737069,-123.098877,6.2129,107.4705,140.846909,13,3
51:35.3,0.4038,-0.1314,-1.0038,0.4409,0.0867,-0.0286,-0.0712,-0.2456,0.6269,-0.038,0.2199,0.0361,49.737069,-123.098877,6.2129,103.948,140.846909,13,3
51:35.4,0.4506,-0.1463,-0.9092,0.4718,0.0796,0.0647,0.1379,0.4453,0.734,-0.0218,0.2279,0.1098,49.737069,-123.098877,6.2129,98.8541,140.846909,13,3
51:35.5,0.4712,-0.1643,-0.9844,0.4882,0.0544,-0.0087,-0.1374,0.1279,0.6315,-0.0174,0.2205,0.1739,49.737069,-123.098877,6.2129,95.8172,140.846909,13,3
51:35.6,0.4545,-0.1199,-0.9367,0.4788,0.084,0.042,-0.1415,0.0353,0.471,-0.0249,0.2053,0.2235,49.737069,-123.098877,6.2129,92.7224,140.846909,13,3
51:35.7,0.4473,-0.1263,-0.8864,0.479,0.0721,0.0932,0.0314,-0.046,0.5315,-0.0324,0.1997,0.2782,49.737069,-123.098877,6.2129,89.8356,140.846909,13,3
51:35.8,0.3204,-0.1737,-1.0024,0.3642,0.0289,-0.0241,0.0558,-0.1965,0.5972,-0.0447,0.2041,0.3399,49.737069,-123.098877,6.2129,86.4809,140.846909,13,3
51:35.9,0.4899,-0.1443,-0.8809,0.5,0.0528,0.0994,-0.1045,0.6297,0.7197,-0.0103,0.1985,0.4097,49.737069,-123.098877,6.2129,81.6506,140.846909,13,3
51:36.0,0.3436,-0.1185,-1.0106,0.3687,0.0652,-0.0279,-0.1683,0.005,0.5552,-0.0255,0.1847,0.4661,49.737069,-123.098877,6.2129,78.3064,140.846909,13,3
51:36.1,0.4031,-0.1427,-0.9398,0.425,0.042,0.0428,-0.0039,0.1697,0.5846,-0.0223,0.1857,0.5215,49.737069,-123.098877,6.2129,75.1147,140.846909,13,3
51:36.2,0.3793,-0.111,-0.9593,0.4022,0.071,0.0237,-0.0262,0.0032,0.4997,-0.0232,0.183,0.5763,49.73704,-123.098738,5.3751,71.9757,140.842255,6,3
51:36.3,0.4172,-0.1576,-0.8949,0.4239,0.0278,0.0877,0.1028,0.5995,0.6,-0.0068,0.1865,0.6321,49.73704,-123.098738,5.3751,68.8776,140.842255,6,3
51:36.4,0.3965,-0.1152,-0.9873,0.4073,0.0631,-0.0034,-0.0764,-0.1746,0.5151,-0.0109,0.1793,0.687,49.73704,-123.098738,5.3751,65.5894,140.842255,6,3
51:36.5,0.3738,-0.1371,-1.0191,0.3942,0.0443,-0.0359,0.0998,-0.0393,0.4782,-0.0208,0.1823,0.7357,49.73704,-123.098738,5.3751,62.8062,140.842255,6,3
51:36.6,0.4685,-0.1086,-0.9645,0.4829,0.0697,0.0194,-0.0412,0.1477,0.528,-0.0146,0.1792,0.7898,49.73704,-123.098738,5.3751,59.7669,140.842255,6,3
51:36.7,0.3681,-0.1282,-0.9566,0.3756,0.0498,0.0088,0.12,0.1988,0.5217,-0.0156,0.1823,0.841,49.73704,-123.098738,5.3751,56.694,140.842255,6,3
51:36.8,0.3783,-0.134,-0.9215,0.395,0.0587,0.0539,-0.0124,0.1892,0.5324,-0.0087,0.1841,0.8957,49.73704,-123.098738,5.3751,53.5966,140.842255,6,3
51:36.9,0.3836,-0.1348,-1.0025,0.3879,0.0514,-0.02,0.0601,0.2218,0.5837,-0.0044,0.1873,0.9539,49.73704,-123.098738,5.3751,50.4292,140.842255,6,3
51:37.0,0.4348,-0.1516,-0.9483,0.4038,0.0394,0.0394,0.1039,0.3771,0.5885,0.0119,0.1927,1.0115,49.73704,-123.098738,5.3751,48.8226,140.842255,6,3
51:37.1,0.397,-0.149,-0.9736,0.3864,0.0407,0.0082,-0.0124,0.1593,0.5493,0.0108,0.191,1.0669,49.73704,-123.098738,5.3751,43.988,140.842255,6,3
51:37.2,0.4424,-0.1488,-0.9495,0.4299,0.0425,0.0319,0.0239,0.1955,0.5356,0.0128,0.1925,1.1209,49.737048,-123.098665,5.8267,40.8868,140.841782,9.9,3
51:37.3,0.4236,-0.1495,-0.9341,0.4112,0.041,0.0475,0.0036,0.1721,0.5462,0.0126,0.1917,1.1762,49.737048,-123.098665,5.8267,37.7648,140.841782,9.9,3
51:37.4,0.3602,-0.1458,-0.9618,0.3456,0.0417,0.0203,-0.0391,0.0329,0.5137,0.0149,0.1885,1.2302,49.737048,-123.098665,5.8267,34.632,140.841782,9.9,3
51:37.5,0.3862,-0.1663,-0.8845,0.3483,0.0214,0.097,0.0036,0.472,0.5686,0.0386,0.1888,1.2859,49.737048,-123.098665,5.8267,31.4972,140.841782,9.9,3
51:37.6,0.3833,-0.1517,-1.0485,0.3456,0.0302,-0.0659,-0.1149,-0.0256,0.5145,0.0384,0.1829,1.3375,49.737048,-123.098665,5.8267,28.4505,140.841782,9.9,3
51:37.7,0.5546,-0.1438,-0.8661,0.4926,0.0422,0.1145,0.0526,0.4909,0.6071,0.0632,0.1871,1.3922,49.737048,-123.098665,5.8267,25.4628,140.841782,9.9,3
51:37.8,0.4173,-0.1756,-0.9541,0.374,0.0085,0.0279,-0.0038,-0.1821,0.5151,0.044,0.1851,1.4455,49.737048,-123.098665,5.8267,22.3109,140.841782,9.9,3
51:37.9,0.4202,-0.1813,-0.9617,0.3867,0.0096,0.0194,0.0463,-0.03,0.5177,0.0342,0.1921,1.4975,49.737048,-123.098665,5.8267,19.4128,140.841782,9.9,3
51:38.0,0.3848,-0.2152,-0.9771,0.3456,-0.0229,0.0034,-0.0167,0.4382,0.529,0.0399,0.1935,1.5527,49.737048,-123.098665,5.8267,16.331,140.841782,9.9,3
51:38.1,0.3458,-0.1867,-1.102,0.3093,0.001,-0.1204,-0.1406,-0.1738,0.5599,0.0371,0.1888,1.6076,49.737048,-123.098665,5.8267,13.0832,140.841782,9.9,3
51:38.2,0.5643,-0.135,-0.7432,0.4779,0.0628,0.2333,0.0665,0.7869,0.5868,0.0882,0.1991,1.664,49.737115,-123.098587,5.6181,9.9344,140.841736,10.1,3
51:38.3,0.3762,-0.2042,-1.0294,0.332,-0.0078,-0.0498,-0.0444,-0.5949,0.4965,0.0452,0.1977,1.7139,49.737115,-123.098587,5.6181,6.8636,140.841736,10.1,3
51:38.4,0.5176,-0.1799,-0.9057,0.4673,0.0217,0.0725,0.087,0.3302,0.4474,0.0513,0.203,1.7594,49.737115,-123.098587,5.6181,4.4735,140.841736,10.1,3
51:38.5,0.3701,-0.2329,-1.0288,0.3389,-0.0359,-0.0489,-0.0393,0.0316,0.7123,0.0318,0.1983,1.828,49.737115,-123.098587,5.6181,0.6803,140.841736,10.1,3
51:38.6,0.3908,-0.2137,-0.9811,0.3474,-0.0127,-0.0024,0.0066,0.3232,0.7101,0.0443,0.2023,1.898,49.737115,-123.098587,5.6181,356.6745,140.841736,10.1,3
51:38.7,0.4561,-0.2046,-0.8799,0.3913,-0.0086,0.0985,-0.0746,0.5103,0.7417,0.0662,0.1973,1.9677,49.737115,-123.098587,5.6181,352.7307,140.841736,10.1,3
51:38.8,0.4357,-0.1801,-0.9128,0.375,0.0101,0.067,-0.1064,-0.173,0.5866,0.0619,0.1914,2.0304,49.737115,-123.098587,5.6181,349.7715,140.841736,10.1,3
51:38.9,0.3748,-0.2129,-0.9411,0.3245,-0.0227,0.0394,0.026,0.0827,0.5331,0.0512,0.1914,2.0829,49.737115,-123.098587,5.6181,346.6382,140.841736,10.1,3
51:39.0,0.3611,-0.2222,-0.9414,0.3187,-0.0342,0.0399,-0.021,0.0771,0.5843,0.0432,0.189,2.1384,49.737115,-123.098587,5.6181,343.5751,140.841736,10.1,3
51:39.1,0.3589,-0.2058,-0.9375,0.3187,-0.0227,0.0448,-0.0616,0.1102,0.5684,0.0409,0.1841,2.1964,49.737115,-123.098587,5.6181,340.2489,140.841736,10.1,3
51:39.2,0.3514,-0.1701,-0.9108,0.3126,0.0096,0.0722,-0.0466,0.1526,0.5942,0.0394,0.1807,2.2553,49.737156,-123.098578,5.6181,336.8765,140.841736,12.4,3
51:39.3,0.3239,-0.1956,-0.8746,0.2927,-0.0105,0.0873,-0.0082,0.3355,0.6215,0.0414,0.1798,2.3137,49.737156,-123.098578,5.6181,333.3895,140.841736,12.4,3
51:39.4,0.2937,-0.1979,-0.9698,0.2628,-0.0278,0.0152,-0.1117,-0.2035,0.531,0.0314,0.1709,2.3715,49.737156,-123.098578,5.6181,330.0292,140.841736,12.4,3
51:39.5,0.3553,-0.156,-0.8595,0.3138,0.0018,0.1131,-0.0552,0.2272,0.5838,0.0421,0.1689,2.4261,49.737156,-123.098578,5.6181,326.8304,140.841736,12.4,3
51:39.6,0.2997,-0.1483,-0.9994,0.2769,0.0138,-0.0129,-0.0668,-0.2202,0.4882,0.0231,0.1628,2.4788,49.737156,-123.098578,5.6181,323.6853,140.841736,12.4,3
51:39.7,0.2856,-0.1701,-0.9111,0.2606,-0.0015,0.0742,0.0687,0.2294,0.5624,0.0254,0.1693,2.5318,49.737156,-123.098578,5.6181,320.9233,140.841736,12.4,3
51:39.8,0.3167,-0.1507,-0.918,0.2794,0.0157,0.0673,-0.0767,0.151,0.6796,0.0378,0.1672,2.5984,49.737156,-123.098578,5.6181,317.4102,140.841736,12.4,3
51:39.9,0.2393,-0.2229,-0.9588,0.2053,-0.0498,0.0255,0.1059,0.0922,0.7007,0.0346,0.1739,2.6685,49.737156,-123.098578,5.6181,313.3047,140.841736,12.4,3
51:40.0,0.3151,-0.2348,-0.9051,0.2745,-0.0595,0.0734,0.0078,0.109,0.5897,0.0379,0.1779,2.7272,49.737156,-123.098578,5.6181,309.6587,140.841736,12.4,3
51:40.1,0.2892,-0.2307,-0.9814,0.2629,-0.0571,0.003,-0.0732,-0.1401,0.4447,0.0268,0.1745,2.7743,49.737156,-123.098578,5.6181,306.6135,140.841736,12.4,3
51:40.2,0.2353,-0.2077,-0.8931,0.1961,-0.0247,0.0893,0.0751,0.3465,0.5521,0.0399,0.184,2.8256,49.737211,-123.098597,4.9747,303.918,140.841736,13.3,3
51:40.3,0.2931,-0.2349,-0.9556,0.2188,-0.0465,0.0407,-0.0391,0.2573,0.5379,0.0515,0.1847,2.8767,49.737211,-123.098597,4.9747,300.8477,140.841736,13.3,3
51:40.4,0.2781,-0.2385,-0.9547,0.2265,-0.0534,0.0266,-0.0743,0.0776,0.5074,0.0525,0.1862,2.9299,49.737211,-123.098597,4.9747,297.7739,140.841736,13.3,3
51:40.5,0.4094,-0.192,-0.8946,0.3579,-0.0145,0.0881,-0.1223,0.1298,0.5108,0.0524,0.1785,2.9787,49.737211,-123.098597,4.9747,294.9361,140.841736,13.3,3
51:40.6,0.2375,-0.2208,-0.9199,0.1995,-0.045,0.0638,-0.0028,0.0265,0.504,0.0386,0.1768,3.0265,49.737211,-123.098597,4.9747,292.2262,140.841736,13.3,3
51:40.7,0.267,-0.2243,-0.9822,0.2509,-0.0613,0.0524,-0.1352,-0.0161,0.5178,0.0368,0.1749,3.0756,49.737211,-123.098597,4.9747,289.1748,140.841736,13.3,3
51:40.8,0.2811,-0.2214,-0.9722,0.2341,-0.0495,0.0118,-0.0166,0.215,0.4833,0.0478,0.1728,3.1288,49.737211,-123.098597,4.9747,286.1177,140.841736,13.3,3
51:40.9,0.3287,-0.1675,-0.9505,0.2868,-0.0034,0.0351,-0.2023,-0.2444,0.4465,0.0425,0.1649,-3.1066,49.737211,-123.098597,4.9747,283.1507,140.841736,13.3,3
51:41.0,0.3259,-0.1417,-0.92,0.2856,0.0236,0.0654,0.0518,0.2079,0.4299,0.041,0.166,-3.0653,49.737211,-123.098597,4.9747,280.7546,140.841736,13.3,3
51:41.1,0.2406,-0.1967,-0.9972,0.2009,-0.023,-0.0132,0.0164,-0.0101,0.5712,0.0404,0.1746,-3.0113,49.737211,-123.098597,4.9747,277.902,140.841736,13.3,3
51:41.2,0.3536,-0.1658,-0.9618,0.3043,0.0118,0.021,0.01,0.1562,0.5291,0.0502,0.1786,-2.9574,49.737244,-123.098623,5.4962,274.6639,140.841736,10.9,3
51:41.3,0.319,-0.19,-0.9031,0.2309,-0.0196,0.0546,0.0376,0.5886,0.6395,0.0619,0.1812,-2.9008,49.737244,-123.098623,5.4962,271.4714,140.841736,10.9,3
51:41.4,0.2622,-0.2006,-1.0231,0.2045,-0.0219,-0.0409,-0.1087,-0.1905,0.6592,0.0587,0.1796,-2.8308,49.737244,-123.098623,5.4962,267.6339,140.841736,10.9,3
51:41.5,0.3588,-0.1947,-0.8779,0.2826,-0.0097,0.1019,0.0901,0.5118,0.4993,0.0776,0.1861,-2.7765,49.737244,-123.098623,5.4962,264.1124,140.841736,10.9,3
51:41.6,0.3299,-0.1891,-1.036,0.2707,-0.0025,-0.027,-0.101,-0.0652,0.5379,0.0677,0.179,-2.725,49.737244,-123.098623,5.4962,261.0517,140.841736,10.9,3
51:41.7,0.3293,-0.1935,-0.9021,0.2548,-0.0091,0.078,0.0751,0.2498,0.5315,0.0759,0.1855,-2.6694,49.737244,-123.098623,5.4962,257.9724,140.841736,10.9,3
51:41.8,0.3697,-0.1777,-0.972,0.2994,0.0068,0.0084,-0.0434,-0.0035,0.5498,0.0715,0.1856,-2.6169,49.737244,-123.098623,5.4962,254.9377,140.841736,10.9,3
51:41.9,0.3817,-0.2059,-0.9554,0.3159,-0.0152,0.0241,0.025,0.0404,0.4998,0.0672,0.1919,-2.5668,49.737244,-123.098623,5.4962,251.9884,140.841736,10.9,3
51:42.0,0.3893,-0.1596,-1.0063,0.3371,0.0353,-0.0268,-0.0006,-0.1724,0.4841,0.0533,0.1961,-2.5174,49.737244,-123.098623,5.4962,249.1982,140.841736,10.9,3
51:42.1,0.4259,-0.164,-0.8749,0.3626,0.0397,0.1021,0.089,0.4974,0.5826,0.0647,0.2052,-2.4592,49.737244,-123.098623,5.4962,246.1053,140.841736,10.9,3
51:42.2,0.3115,-0.2022,-1.0273,0.262,-0.0024,-0.0488,-0.083,-0.1053,0.6466,0.0505,0.2012,-2.3967,49.737274,-123.098741,6.1733,242.6365,140.841736,13.3,3
