Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m)
52:00.9,0.2927,-0.3002,-1.0195,0.2805,-0.0976,-0.0403,0.0207,0.0922,0.5566,0.0125,0.204,2.1175,49.737095,-123.098602,5.5595,349.7552,140.841736,10.2,3
52:01.0,0.3332,-0.2326,-0.9523,0.3497,-0.0465,0.0418,-0.0903,0.0341,0.4923,0.0126,0.2024,2.165,49.737095,-123.098602,5.5595,346.5169,140.841736,10.2,3
52:01.1,0.3333,-0.2128,-0.9233,0.3223,-0.0132,0.0565,0.0462,0.2259,0.6147,0.0112,0.201,2.2252,49.737095,-123.098602,5.5595,343.2857,140.841736,10.2,3
52:01.2,0.2509,-0.2939,-0.8934,0.2564,-0.0948,0.0865,-0.0295,-0.1694,0.5226,-0.0056,0.2004,2.2801,49.737122,-123.098584,4.3942,339.7126,140.841736,12.2,3
52:01.3,0.2879,-0.2008,-0.9445,0.298,-0.0015,0.0354,-0.0583,-0.1152,0.5398,-0.0103,0.2007,2.335,49.737122,-123.098584,4.3942,336.5078,140.841736,12.2,3
52:01.4,0.2571,-0.2813,-0.9081,0.2421,-0.0778,0.0709,-0.0095,0.5462,0.7749,0.0153,0.205,2.4052,49.737122,-123.098584,4.3942,331.6862,140.841736,12.2,3
52:01.5,0.3207,-0.2131,-0.8801,0.305,-0.0359,0.1107,-0.2497,0.2166,0.7535,0.0277,0.1915,2.4792,49.737122,-123.098584,4.3942,327.2639,140.841736,12.2,3
52:01.6,0.2456,-0.2819,-0.9784,0.2364,-0.0777,0.0005,0.199,-0.0311,0.5102,0.0094,0.2057,2.5285,49.737122,-123.098584,4.3942,324.1604,140.841736,12.2,3
52:01.7,0.2698,-0.2445,-0.9121,0.2409,-0.0421,0.0668,-0.132,0.3296,0.5531,0.0295,0.2037,2.5834,49.737122,-123.098584,4.3942,320.9938,140.841736,12.2,3
52:01.8,0.2551,-0.2914,-0.9009,0.2251,-0.0849,0.0771,0.0837,0.0127,0.5019,0.0307,0.2079,2.6357,49.737122,-123.098584,4.3942,317.9674,140.841736,12.2,3
52:01.9,0.2879,-0.2614,-0.9652,0.2584,-0.051,0.012,0.0196,0.0389,0.5617,0.0302,0.2119,2.6879,49.737122,-123.098584,4.3942,314.9502,140.841736,12.2,3
52:02.0,0.2635,-0.3375,-0.9672,0.2287,-0.1141,0.0069,0.1627,0.1817,0.5249,0.0357,0.2254,2.7422,49.737122,-123.098584,4.3942,311.7099,140.841736,12.2,3
52:02.1,0.2926,-0.2627,-0.8755,0.2483,-0.0284,0.1192,-0.129,0.249,0.6756,0.0481,0.2246,2.8048,49.737122,-123.098584,4.3942,308.8974,140.841736,12.2,3
52:02.2,0.236,-0.2807,-1.0639,0.1987,-0.0659,-0.088,-0.117,-0.1151,0.5249,0.0382,0.2165,2.8627,49.737151,-123.098579,4.3942,305.1754,140.841736,11.5,3
52:02.3,0.3155,-0.3062,-0.7976,0.2444,-0.0677,0.1819,0.3249,0.5442,0.5774,0.0659,0.2501,2.9125,49.737151,-123.098579,4.3942,302.2453,140.841736,11.5,3
52:02.4,0.2861,-0.2798,-0.9348,0.2293,-0.0427,0.0351,-0.1446,0.0956,0.3698,0.0585,0.2395,2.9573,49.737151,-123.098579,4.3942,299.4661,140.841736,11.5,3
52:02.5,0.2753,-0.2371,-0.8575,0.2029,-0.0038,0.1122,-0.2388,0.1262,0.5749,0.0746,0.2356,3.0182,49.737151,-123.098579,4.3942,296.3521,140.841736,11.5,3
52:02.6,0.3134,-0.2976,-0.9457,0.2406,-0.0597,0.0228,0.0538,0.0701,0.5138,0.075,0.2402,3.0724,49.737151,-123.098579,4.3942,292.8698,140.841736,11.5,3
52:02.7,0.2925,-0.3062,-0.9681,0.2137,-0.0656,-0.0007,-0.1012,0.1406,0.6454,0.0813,0.243,3.1336,49.737151,-123.098579,4.3942,289.5469,140.841736,11.5,3
52:02.8,0.3875,-0.2812,-0.8938,0.3043,-0.0327,0.0712,0.2759,0.432,0.4884,0.086,0.2511,-3.1044,49.737151,-123.098579,4.3942,286.5425,140.841736,11.5,3
52:02.9,0.2629,-0.2917,-0.9913,0.19,-0.0434,-0.0114,-0.2911,-0.0661,0.54,0.0794,0.2426,-3.0533,49.737151,-123.098579,4.3942,283.5758,140.841736,11.5,3
52:03.0,0.3531,-0.2507,-0.8647,0.263,0.0078,0.0971,0.291,0.3676,0.4038,0.0934,0.2614,-3.0089,49.737151,-123.098579,4.3942,280.7815,140.841736,11.5,3
52:03.1,0.2466,-0.2514,-0.8742,0.1542,0.005,0.088,-0.0058,0.173,0.3967,0.0957,0.2592,-2.9659,49.737151,-123.098579,4.3942,278.2107,140.841736,11.5,3
52:03.2,0.2969,-0.2575,-1.1115,0.2272,0.0004,-0.1479,-0.0977,-0.3721,0.4375,0.0722,0.2609,-2.9202,49.737244,-123.098623,4.3942,275.4926,140.841736,13.6,3
52:03.3,0.4234,-0.2181,-0.8552,0.3369,0.0394,0.1072,-0.1096,0.5167,0.5869,0.0896,0.2605,-2.8669,49.737244,-123.098623,4.3942,273.0068,140.841736,13.6,3
52:03.4,0.2569,-0.3059,-1.0986,0.2007,-0.0521,-0.133,0.0261,-0.3096,0.4719,0.0581,0.2566,-2.8178,49.737244,-123.098623,4.3942,269.7126,140.841736,13.6,3
52:03.5,0.3935,-0.2166,-0.9353,0.3268,0.0511,0.0259,0.0198,0.3507,0.4048,0.0693,0.271,-2.7785,49.737244,-123.098623,4.3942,266.8681,140.841736,13.6,3
52:03.6,0.3328,-0.2323,-0.9998,0.2717,0.0374,-0.0388,-0.0093,0.0601,0.5864,0.0636,0.2731,-2.7211,49.737244,-123.098623,4.3942,263.7318,140.841736,13.6,3
52:03.7,0.3105,-0.2491,-0.9342,0.2377,0.02,0.0262,-0.0434,0.3229,0.5948,0.0757,0.2725,-2.6612,49.737244,-123.098623,4.3942,260.1287,140.841736,13.6,3
52:03.8,0.3645,-0.2139,-0.9708,0.2932,0.0573,-0.0109,0.025,0.2002,0.478,0.0742,0.2746,-2.6142,49.737244,-123.098623,4.3942,257.4103,140.841736,13.6,3
52:03.9,0.3607,-0.1865,-1.0138,0.3308,0.0769,-0.0313,-0.022,0.0933,0.5459,0.0616,0.2726,-2.5643,49.737244,-123.098623,4.3942,254.4958,140.841736,13.6,3
52:04.0,0.3538,-0.1896,-0.914,0.2898,0.0706,0.0495,-0.0338,0.2805,0.569,0.0663,0.2632,-2.5022,49.737244,-123.098623,4.3942,251.215,140.841736,13.6,3
52:04.1,0.4028,-0.1528,-0.9251,0.3343,0.0919,0.0421,-0.1461,0.2038,0.7481,0.0707,0.2471,-2.4263,49.737244,-123.098623,4.3942,247.1298,140.841736,13.6,3
52:04.2,0.373,-0.1683,-0.9945,0.3082,0.0491,-0.0205,-0.2529,0.2711,0.711,0.0664,0.2191,-2.3507,49.737275,-123.098733,5.7751,242.8152,140.841736,15.1,3
52:04.3,0.307,-0.201,-0.9821,0.244,0.0081,-0.0063,-0.0392,-0.068,0.6382,0.0644,0.2107,-2.2812,49.737275,-123.098733,5.7751,238.8425,140.841736,15.1,3
52:04.4,0.4068,-0.1122,-0.9018,0.3273,0.0807,0.0762,-0.2176,0.2,0.6904,0.0811,0.1941,-2.2153,49.737275,-123.098733,5.7751,235.0513,140.841736,15.1,3
52:04.5,0.3474,-0.14,-0.9538,0.264,0.0484,0.0247,-0.0594,0.2176,0.5848,0.0849,0.1896,-2.1566,49.737275,-123.098733,5.7751,231.8062,140.841736,15.1,3
52:04.6,0.4259,-0.0356,-0.88,0.3386,0.144,0.0999,-0.2002,0.0058,0.4271,0.0888,0.1806,-2.1071,49.737275,-123.098733,5.7751,228.928,140.841736,15.1,3
52:04.7,0.4254,-0.0369,-0.9267,0.3457,0.1348,0.0552,-0.1726,0.1977,0.5473,0.0809,0.1725,-2.0559,49.737275,-123.098733,5.7751,226.2936,140.841736,15.1,3
52:04.8,0.301,-0.0449,-1.0665,0.34,0.1478,-0.0575,-0.1028,-0.8691,0.2746,0.0332,0.1666,-2.021,49.737275,-123.098733,5.7751,224.809,140.841736,15.1,3
52:04.9,0.4045,-0.0587,-0.8808,0.3616,0.1671,0.0831,0.4208,0.4855,0.7555,0.0461,0.2018,-1.958,49.737275,-123.098733,5.7751,220.8908,140.841736,15.1,3
52:05.0,0.3383,-0.1543,-0.9695,0.2724,0.0576,0.0056,0.0395,0.5008,0.8847,0.0675,0.2135,-1.8642,49.737275,-123.098733,5.7751,215.942,140.841736,15.1,3
52:05.1,0.4055,-0.1275,-1.0646,0.3355,0.0883,-0.0907,-0.0359,-0.0111,0.5637,0.0718,0.2175,-1.7992,49.737275,-123.098733,5.7751,211.9634,140.841736,15.1,3
52:05.2,0.6055,-0.0174,-0.9207,0.5356,0.1931,0.0544,-0.0883,0.3376,0.6247,0.0715,0.2121,-1.7433,49.737249,-123.098868,6.6172,208.9942,140.841736,16.9,3
52:05.3,0.3757,-0.0759,-0.9223,0.2763,0.1338,0.0622,0.0666,0.0497,0.5436,0.0551,0.2135,-1.6885,49.737249,-123.098868,6.6172,205.844,140.841736,16.9,3
52:05.4,0.426,-0.1253,-0.9798,0.3755,0.0881,-0.0041,-0.0573,-0.025,0.5839,0.0518,0.215,-1.6231,49.737249,-123.098868,6.6172,202.4832,140.841736,16.9,3
52:05.5,0.4942,-0.0768,-0.989,0.4336,0.1457,-0.016,0.1443,0.3803,0.7562,0.0622,0.2243,-1.557,49.737249,-123.098868,6.6172,199.0933,140.841736,16.9,3
52:05.6,0.4066,-0.1663,-0.9795,0.3402,0.059,-0.0075,-0.0178,0.1028,0.5662,0.0682,0.2273,-1.4899,49.737249,-123.098868,6.6172,195.1853,140.841736,16.9,3
52:05.7,0.528,-0.0813,-0.9208,0.4511,0.1448,0.0503,-0.0338,0.3188,0.567,0.079,0.228,-1.4338,49.737249,-123.098868,6.6172,192.1306,140.841736,16.9,3
52:05.8,0.5255,-0.0628,-0.9368,0.458,0.153,0.0373,-0.2057,-0.0559,0.5966,0.0691,0.2176,-1.3708,49.737249,-123.098868,6.6172,188.8293,140.841736,16.9,3
52:05.9,0.5436,-0.0881,-0.9265,0.4862,0.1352,0.0465,0.1338,0.1143,0.5727,0.0589,0.2252,-1.3125,49.737249,-123.098868,6.6172,185.5964,140.841736,16.9,3
52:06.0,0.4808,-0.0674,-0.9653,0.4403,0.147,0.0106,-0.1907,-0.094,0.5655,0.0414,0.2161,-1.2545,49.737249,-123.098868,6.6172,182.6463,140.841736,16.9,3
52:06.1,0.4837,-0.0614,-0.8896,0.4381,0.1582,0.085,0.0089,0.1975,0.5591,0.0467,0.2213,-1.1917,49.737249,-123.098868,6.6172,179.1959,140.841736,16.9,3
52:06.2,0.5164,-0.1041,-1.0024,0.4809,0.1193,-0.0283,0.0303,-0.0801,0.5282,0.0364,0.2253,-1.138,49.737187,-123.098922,6.4304,176.2995,140.841736,14.9,3
52:06.3,0.6214,-0.0569,-0.9487,0.5913,0.1728,0.0241,-0.0081,0.0561,0.534,0.031,0.2317,-1.082,49.737187,-123.098922,6.4304,173.5387,140.841736,14.9,3
52:06.4,0.5485,-0.0773,-0.923,0.5271,0.1482,0.051,-0.0415,0.2069,0.7481,0.022,0.2274,-1.0074,49.737187,-123.098922,6.4304,169.5833,140.841736,14.9,3
52:06.5,0.413,-0.1125,-1.0095,0.4195,0.1131,-0.0353,-0.0799,-0.2471,0.6953,-0.0066,0.2275,-0.939,49.737187,-123.098922,6.4304,165.8409,140.841736,14.9,3
52:06.6,0.5314,-0.0708,-0.9243,0.5385,0.1737,0.0453,0.2748,0.3105,0.504,-0.0073,0.2471,-0.8839,49.737187,-123.098922,6.4304,162.9996,140.841736,14.9,3
52:06.7,0.482,-0.1743,-0.9834,0.4851,0.0668,-0.0129,-0.0221,0.2664,0.6052,-0.0032,0.2436,-0.8192,49.737187,-123.098922,6.4304,159.4428,140.841736,14.9,3
52:06.8,0.4935,-0.1007,-0.9158,0.4911,0.1357,0.0559,-0.0435,0.2248,0.6179,0.0025,0.2386,-0.7593,49.737187,-123.098922,6.4304,156.3902,140.841736,14.9,3
52:06.9,0.5038,-0.1035,-0.9675,0.5189,0.1238,0.0062,-0.0626,-0.0676,0.5806,-0.0156,0.2293,-0.6951,49.737187,-123.098922,6.4304,153.0221,140.841736,14.9,3
52:07.0,0.5268,-0.1158,-0.9671,0.5531,0.1005,0.0089,-0.113,0.1764,0.6989,-0.0269,0.218,-0.6308,49.737187,-123.098922,6.4304,149.7178,140.841736,14.9,3
52:07.1,0.3732,-0.1392,-0.9608,0.4178,0.0699,0.016,-0.0027,-0.1444,0.4372,-0.0457,0.2107,-0.5791,49.737187,-123.098922,6.4304,146.8705,140.841736,14.9,3
52:07.2,0.413,-0.148,-0.9479,0.448,0.06,0.0296,0.1031,0.3595,0.3568,-0.0359,0.2095,-0.5303,49.737074,-123.098881,7.3492,144.4725,140.841736,9.6,3
52:07.3,0.504,-0.1233,-0.9332,0.5247,0.0914,0.0433,0.2042,0.35,0.66,-0.0212,0.2164,-0.4623,49.737074,-123.098881,7.3492,140.9814,140.841736,9.6,3
52:07.4,0.5676,-0.1392,-0.9488,0.5806,0.0598,0.0311,-0.2197,0.1277,0.6731,-0.0133,0.2004,-0.3918,49.737074,-123.098881,7.3492,137.8467,140.841736,9.6,3
52:07.5,0.4965,-0.0879,-1.0725,0.5572,0.1061,-0.0933,-0.0347,-0.4761,0.3923,-0.062,0.1952,-0.348,49.737074,-123.098881,7.3492,134.7275,140.841736,9.6,3
52:07.6,0.4501,-0.1662,-1.0201,0.527,0.026,-0.0418,0.0089,-0.0985,0.5794,-0.0784,0.1934,-0.2916,49.737074,-123.098881,7.3492,131.8923,140.841736,9.6,3
52:07.7,0.4841,-0.0892,-0.9415,0.5458,0.1061,0.0373,0.1881,0.4234,0.6656,-0.0629,0.1965,-0.2289,49.737074,-123.098881,7.3492,128.5753,140.841736,9.6,3
52:07.8,0.4465,-0.1976,-0.927,0.5027,-0.0051,0.0527,-0.0702,0.0374,0.6429,-0.0573,0.1937,-0.1637,49.737074,-123.098881,7.3492,124.7769,140.841736,9.6,3
52:07.9,0.5465,-0.096,-0.9509,0.6058,0.0989,0.0281,0.1541,0.1163,0.5962,-0.0606,0.1962,-0.1058,49.737074,-123.098881,7.3492,121.483,140.841736,9.6,3
52:08.0,0.4848,-0.1412,-1.0661,0.5579,0.0486,-0.087,-0.0181,-0.0423,0.7857,-0.0745,0.191,-0.0376,49.737074,-123.098881,7.3492,116.8429,140.841736,9.6,3
52:08.1,0.4937,-0.1206,-0.9335,0.565,0.0635,0.0468,-0.0413,0.1805,0.5558,-0.0726,0.1851,0.0219,49.737074,-123.098881,7.3492,113.9619,140.841736,9.6,3
52:08.2,0.3721,-0.1437,-0.9453,0.4519,0.0289,0.0365,-0.0466,0.0647,0.5223,-0.0811,0.1735,0.073,49.737074,-123.098881,7.3492,111.0657,140.841736,9.6,3
52:08.3,0.4202,-0.1154,-0.9897,0.5005,0.0448,-0.0059,-0.1309,-0.0045,0.5445,-0.0815,0.1609,0.1273,49.737049,-123.098827,6.4304,107.9498,140.841736,10.9,3
52:08.4,0.4462,-0.0987,-0.9873,0.5332,0.0565,-0.0032,0.0207,0.0137,0.504,-0.0882,0.1558,0.1776,49.737049,-123.098827,6.4304,104.9986,140.841736,10.9,3
52:08.5,0.4619,-0.1077,-0.9101,0.5474,0.0437,0.0747,-0.0307,0.1525,0.608,-0.0866,0.1519,0.2337,49.737049,-123.098827,6.4304,102.0537,140.841736,10.9,3
52:08.6,0.3898,-0.1064,-0.9519,0.4746,0.0312,0.035,-0.0712,0.0536,0.5981,-0.0858,0.1381,0.2915,49.737049,-123.098827,6.4304,98.6964,140.841736,10.9,3
52:08.7,0.3849,-0.1585,-0.8986,0.462,-0.0199,0.0888,0.1113,0.2545,0.6298,-0.0779,0.139,0.351,49.737049,-123.098827,6.4304,95.4507,140.841736,10.9,3
52:08.8,0.3969,-0.1464,-1.0632,0.4719,-0.0261,-0.0733,-0.2527,-0.1656,0.6048,-0.0756,0.1206,0.4116,49.737049,-123.098827,6.4304,91.7655,140.841736,10.9,3
52:08.9,0.419,-0.0675,-0.9572,0.4951,0.0543,0.0325,0.0133,0.0801,0.4455,-0.0767,0.1221,0.457,49.737049,-123.098827,6.4304,88.8603,140.841736,10.9,3
52:09.0,0.429,-0.1337,-0.9225,0.4888,-0.0209,0.0693,0.107,0.4831,0.6605,-0.0603,0.113,0.5181,49.737049,-123.098827,6.4304,85.9705,140.841736,10.9,3
52:09.1,0.3509,-0.1564,-0.9152,0.3947,-0.051,0.0783,-0.1204,0.0322,0.6268,-0.044,0.1056,0.5819,49.737049,-123.098827,6.4304,82.1118,140.841736,10.9,3
52:09.2,0.5101,-0.1294,-0.9558,0.547,-0.0202,0.0376,0.0655,0.1218,0.5791,-0.0372,0.1094,0.6391,49.737048,-123.098665,6.4801,78.7846,140.841736,6,3
52:09.3,0.4264,-0.1552,-0.9366,0.453,-0.0529,0.0578,-0.0137,0.2669,0.696,-0.0268,0.1024,0.7056,49.737048,-123.098665,6.4801,75.1971,140.841736,6,3
52:09.4,0.4019,-0.1764,-0.9809,0.4296,-0.082,0.0143,-0.0946,-0.0076,0.521,-0.0278,0.0945,0.7608,49.737048,-123.098665,6.4801,71.643,140.841736,6,3
52:09.5,0.4789,-0.1259,-0.9465,0.5024,-0.0311,0.0328,0.0753,0.1258,0.4446,-0.0223,0.0981,0.805,49.737048,-123.098665,6.4801,68.8585,140.841736,6,3
52:09.6,0.4411,-0.1121,-0.9345,0.4538,-0.0223,0.0614,-0.1043,0.2221,0.557,-0.0127,0.0899,0.8633,49.737048,-123.098665,6.4801,65.9239,140.841736,6,3
52:09.7,0.436,-0.1109,-0.9233,0.4345,-0.0281,0.0732,-0.0787,0.1397,0.6187,0.0015,0.0828,0.9258,49.737048,-123.098665,6.4801,62.4378,140.841736,6,3
52:09.8,0.4508,-0.1408,-0.9519,0.4409,-0.0669,0.0303,0.0644,0.1705,0.6209,0.0025,0.0872,0.9842,49.737048,-123.098665,6.4801,59.1593,140.841736,6,3
52:09.9,0.4397,-0.1525,-0.9796,0.4305,-0.0703,0.017,-0.1428,0.0162,0.6375,0.0092,0.0823,1.0481,49.737048,-123.098665,6.4801,55.4675,140.841736,6,3
52:10.0,0.4904,-0.1102,-0.9648,0.4886,-0.0249,0.0316,0.1104,0.0869,0.5341,0.0018,0.0854,1.1015,49.737048,-123.098665,6.4801,52.1187,140.841736,6,3
52:10.1,0.4845,-0.1723,-0.9534,0.4861,-0.0867,0.043,0.0313,0.0719,0.5651,-0.0016,0.0857,1.1552,49.737048,-123.098665,6.4801,49.2096,140.841736,6,3
52:10.2,0.4068,-0.1102,-0.9072,0.3917,-0.0213,0.0887,0.011,0.2664,0.6063,0.0151,0.089,1.2153,49.737065,-123.098635,6.4801,45.9094,140.841736,10.9,3
52:10.3,0.4316,-0.1331,-0.9661,0.4034,-0.0476,0.0298,-0.0585,0.1617,0.6647,0.0283,0.0857,1.2808,49.737065,-123.098635,6.4801,42.2377,140.841736,10.9,3
52:10.4,0.4792,-0.131,-0.9854,0.4312,-0.0436,0.0096,0.0056,0.3181,0.6652,0.0482,0.0875,1.348,49.737065,-123.098635,6.4801,38.3696,140.841736,10.9,3
52:10.5,0.4437,-0.1455,-0.9855,0.3904,-0.0575,0.0092,-0.0071,0.0742,0.5352,0.0536,0.0881,1.4024,49.737065,-123.098635,6.4801,34.8122,140.841736,10.9,3
52:10.6,0.4935,-0.1195,-0.8921,0.4305,-0.0294,0.1018,-0.0103,0.1562,0.5376,0.0633,0.0902,1.4541,49.737065,-123.098635,6.4801,31.7551,140.841736,10.9,3
52:10.7,0.4447,-0.1418,-0.9541,0.3763,-0.0527,0.0396,-0.0339,0.1152,0.6186,0.0688,0.0892,1.5153,49.737065,-123.098635,6.4801,28.0767,140.841736,10.9,3
52:10.8,0.4035,-0.1336,-0.9971,0.3281,-0.0377,-0.0045,0.0867,0.2553,0.6714,0.0758,0.096,1.5769,49.737065,-123.098635,6.4801,24.4273,140.841736,10.9,3
52:10.9,0.4117,-0.1951,-0.9574,0.3328,-0.0928,0.0343,0.075,0.1212,0.6645,0.0793,0.1025,1.6404,49.737065,-123.098635,6.4801,19.5861,140.841736,10.9,3
52:11.0,0.4719,-0.1709,-1.0366,0.381,-0.0641,-0.0465,-0.0253,0.1347,0.5663,0.0916,0.107,1.7005,49.737065,-123.098635,6.4801,15.8828,140.841736,10.9,3
52:11.1,0.5151,-0.1649,-0.849,0.4007,-0.0487,0.1377,0.0484,0.4144,0.5908,0.1154,0.1164,1.7574,49.737065,-123.098635,6.4801,12.4015,140.841736,10.9,3
52:11.2,0.4623,-0.1804,-0.9892,0.3586,-0.0638,-0.0015,0.0174,-0.0388,0.5657,0.1046,0.1169,1.8137,49.737065,-123.098635,6.4801,8.9393,140.841736,10.9,3
52:11.3,0.464,-0.212,-0.9115,0.3474,-0.079,0.0728,0.1294,0.3276,0.6685,0.1179,0.1333,1.8765,49.737115,-123.098587,5.8406,5.1846,140.841736,13.1,3
52:11.4,0.4574,-0.2475,-0.9985,0.3523,-0.1052,-0.0328,-0.1193,-0.0797,0.6446,0.1056,0.132,1.9369,49.737115,-123.098587,5.8406,1.3696,140.841736,13.1,3
52:11.5,0.4085,-0.2365,-1.0093,0.3045,-0.0997,-0.0242,-0.0348,0.0668,0.5383,0.1052,0.1372,1.9974,49.737115,-123.098587,5.8406,357.7768,140.841736,13.1,3
52:11.6,0.419,-0.2428,-0.8881,0.2986,-0.1014,0.0945,0.0045,0.4119,0.6549,0.122,0.1419,2.0587,49.737115,-123.098587,5.8406,354.2287,140.841736,13.1,3
52:11.7,0.4334,-0.2086,-0.8802,0.3065,-0.0735,0.1025,-0.1512,0.034,0.5115,0.1284,0.1355,2.1145,49.737115,-123.098587,5.8406,351.3872,140.841736,13.1,3
52:11.8,0.3813,-0.2315,-0.9731,0.2611,-0.0925,0.0099,-0.0252,0.004,0.5317,0.1217,0.1395,2.1657,49.737115,-123.098587,5.8406,348.3726,140.841736,13.1,3
52:11.9,0.4421,-0.2363,-0.9042,0.3113,-0.0907,0.0765,-0.0776,0.207,0.5741,0.1326,0.1461,2.2223,49.737115,-123.098587,5.8406,345.0628,140.841736,13.1,3
52:12.0,0.417,-0.2348,-0.8935,0.2868,-0.09,0.0873,-0.069,0.0871,0.5213,0.1319,0.1454,2.2751,49.737115,-123.098587,5.8406,341.6612,140.841736,13.1,3
52:12.1,0.3739,-0.2045,-0.9807,0.2526,-0.0604,0.0014,-0.0443,-0.0465,0.4461,0.123,0.1446,2.3202,49.737115,-123.098587,5.8406,338.8184,140.841736,13.1,3
52:12.2,0.4252,-0.2317,-0.8781,0.2895,-0.085,0.1017,-0.0637,0.4017,0.5833,0.1376,0.1472,2.3765,49.737133,-123.098582,5.8406,335.7687,140.841736,14.2,3
52:12.3,0.3888,-0.2372,-0.9183,0.2536,-0.0918,0.0618,-0.1139,0.026,0.5916,0.1371,0.1459,2.4354,49.737133,-123.098582,5.8406,332.2054,140.841736,14.2,3
52:12.4,0.4427,-0.1958,-0.8742,0.3042,-0.0522,0.1057,-0.1212,0.1182,0.4841,0.1405,0.1442,2.4854,49.737133,-123.098582,5.8406,328.9132,140.841736,14.2,3
52:12.5,0.3516,-0.2291,-0.9622,0.245,-0.0855,0.0217,-0.0251,-0.3912,0.4214,0.108,0.1441,2.5287,49.737133,-123.098582,5.8406,326.2465,140.841736,14.2,3
52:12.6,0.3617,-0.2161,-0.8269,0.2239,-0.0619,0.1515,0.0782,0.6311,0.6471,0.14,0.1548,2.5896,49.737133,-123.098582,5.8406,323.0726,140.841736,14.2,3
52:12.7,0.3105,-0.213,-0.9051,0.179,-0.0562,0.0737,-0.0561,-0.1859,0.4456,0.1336,0.1574,2.6379,49.737133,-123.098582,5.8406,319.7906,140.841736,14.2,3
52:12.8,0.3885,-0.2237,-0.9107,0.2493,-0.0575,0.0656,0.0794,0.3092,0.5541,0.1416,0.167,2.6921,49.737133,-123.098582,5.8406,316.7209,140.841736,14.2,3
52:12.9,0.3865,-0.1809,-0.9939,0.253,-0.0183,-0.0163,-0.1351,-0.0978,0.4801,0.1357,0.1634,2.7431,49.737133,-123.098582,5.8406,313.6159,140.841736,14.2,3
52:13.0,0.3294,-0.2007,-0.9766,0.2002,-0.032,0.0006,0.0089,0.108,0.5695,0.1315,0.1695,2.7997,49.737133,-123.098582,5.8406,310.3858,140.841736,14.2,3
52:13.1,0.4137,-0.1811,-0.9056,0.2737,-0.0111,0.0699,-0.0883,0.2601,0.5945,0.1426,0.1708,2.8591,49.737133,-123.098582,5.8406,307.0067,140.841736,14.2,3
52:13.2,0.3798,-0.2031,-0.9189,0.2476,-0.03,0.0571,0.0005,-0.0233,0.4814,0.1346,0.174,2.9109,49.737133,-123.098582,5.8406,303.6215,140.841736,14.2,3
52:13.3,0.3852,-0.1736,-0.9221,0.2528,0.0009,0.0536,-0.0861,0.003,0.5328,0.1348,0.1753,2.9626,49.737244,-123.098622,5.5293,300.7611,140.841736,17.8,3
52:13.4,0.3826,-0.1785,-0.9086,0.2391,-0.0015,0.0651,-0.0403,0.279,0.6341,0.1464,0.178,3.0249,49.737244,-123.098622,5.5293,297.2383,140.841736,17.8,3
52:13.5,0.3765,-0.1685,-0.9785,0.2213,0.0098,-0.0069,-0.0936,0.1751,0.5825,0.1584,0.1792,3.0836,49.737244,-123.098622,5.5293,293.6966,140.841736,17.8,3
52:13.6,0.4768,-0.1333,-0.8764,0.3037,0.0488,0.0915,-0.0818,0.3424,0.5447,0.1769,0.1831,3.138,49.737244,-123.098622,5.5293,290.4537,140.841736,17.8,3
52:13.7,0.42,-0.1556,-0.9458,0.2593,0.0219,0.0194,-0.0263,0.0293,0.5724,0.17,0.1845,-3.0938,49.737244,-123.098622,5.5293,287.3337,140.841736,17.8,3
52:13.8,0.4046,-0.1602,-0.8875,0.2283,0.0354,0.0772,0.0377,0.1694,0.6177,0.1807,0.1968,-3.0301,49.737244,-123.098622,5.5293,283.9349,140.841736,17.8,3
52:13.9,0.4148,-0.1696,-0.9844,0.2503,0.0375,-0.0201,0.0122,-0.1649,0.4863,0.169,0.2086,-2.9782,49.737244,-123.098622,5.5293,280.3874,140.841736,17.8,3
52:14.0,0.4619,-0.1597,-0.8628,0.2907,0.0615,0.0973,0.0548,0.4176,0.594,0.1764,0.2231,-2.9247,49.737244,-123.098622,5.5293,277.6975,140.841736,17.8,3
52:14.1,0.4022,-0.1802,-1.0312,0.2476,0.0387,-0.0677,-0.1406,-0.2262,0.5907,0.1591,0.2206,-2.8656,49.737244,-123.098622,5.5293,274.2528,140.841736,17.8,3
52:14.2,0.498,-0.1508,-0.9037,0.3425,0.0798,0.0569,0.0101,0.1843,0.4565,0.1605,0.2327,-2.8183,49.737244,-123.098622,5.5293,271.1933,140.841736,17.8,3
52:14.3,0.4366,-0.1378,-1.0043,0.2848,0.0937,-0.0434,-0.1171,0.0642,0.6163,0.1567,0.2337,-2.7619,49.737265,-123.098673,5.5293,268.3453,140.841736,15.8,3
52:14.4,0.4478,-0.1765,-0.8534,0.2714,0.0636,0.1012,-0.0392,0.4866,0.6242,0.1827,0.2425,-2.7001,49.737265,-123.098673,5.5293,264.7723,140.841736,15.8,3
52:14.5,0.4651,-0.1526,-0.9951,0.2998,0.0856,-0.038,-0.1139,-0.0494,0.571,0.171,0.2405,-2.6454,49.737265,-123.098673,5.5293,261.4704,140.841736,15.8,3
