Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m),ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX,calMagY,calMagZ
23-Jan-2019 09:46:10.040, 0.1976,-0.3070,-0.9514, 0.0649,-0.0734, 0.0118,-0.0689, 0.2109, 0.0874, 0.1369, 0.2359, 0.8807,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-98.1654, 34.1625,-513.1143, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.048, 0.1983,-0.3001,-0.9469, 0.0663,-0.0740, 0.0122,-0.1690,-0.2151, 0.2342, 0.1355, 0.2352, 0.8821,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-98.1654, 34.1625,-513.1143, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.049, 0.1983,-0.3001,-0.9469, 0.0686,-0.0676, 0.0170,-0.2155,-0.2868, 0.2615, 0.1338, 0.2346, 0.8836,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-98.1654, 34.1625,-513.1143, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.051, 0.1983,-0.3001,-0.9469, 0.0686,-0.0676, 0.0170,-0.2155,-0.2868, 0.2615, 0.1338, 0.2346, 0.8836,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.1434, 34.6808,-512.8063, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.057, 0.1982,-0.2915,-0.9465, 0.0703,-0.0685, 0.0174,-0.2155,-0.2868, 0.2615, 0.1321, 0.2337, 0.8851,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.1434, 34.6808,-512.8063, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.067, 0.1898,-0.2815,-0.9469, 0.0735,-0.0616, 0.0187,-0.2496,-0.2956, 0.2763, 0.1285, 0.2319, 0.8884,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.1434, 34.6808,-512.8063, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.077, 0.1776,-0.2776,-0.9449, 0.0679,-0.0535, 0.0191,-0.2617,-0.2382, 0.2806, 0.1255, 0.2300, 0.8917,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.1434, 34.6808,-512.8063, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.086, 0.1702,-0.2793,-0.9404, 0.0573,-0.0515, 0.0217,-0.2550,-0.1104, 0.2702, 0.1238, 0.2281, 0.8948,49.737110,-123.098675, 3.4641, 96.7598, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.3723, 35.3548,-512.4267, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.096, 0.1742,-0.2815,-0.9393, 0.0501,-0.0550, 0.0267,-0.2420, 0.0249, 0.2449, 0.1235, 0.2263, 0.8977,49.737110,-123.098675, 3.4641, 95.4311, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.3723, 35.3548,-512.4267, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:46:10.107, 0.1851,-0.2817,-0.9413, 0.0533,-0.0590, 0.0281,-0.2456, 0.1145, 0.2067, 0.1243, 0.2244, 0.9002,49.737110,-123.098675, 3.4641, 95.4311, 140.842178, 6.0, 3.0,Unknown,High, 100.8113,-0.5734,-99.3723, 35.3548,-512.4267, 0.0000, 0.0000, 0.0000
