Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(m/s),TrueHeading,Alt(m), HorizontalAccuracy(m), VerticalAccuracy(m),ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX,calMagY,calMagZ
23-Jan-2019 09:45:45.472, 0.2122,-0.5076,-0.8214, 0.1534,-0.1720, 0.1188, 0.1146, 0.3496, 0.2175, 0.0625, 0.3422,-1.3277,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-69.9811,-8.5408,-520.4579, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.482, 0.2271,-0.4576,-0.7817, 0.1672,-0.1215, 0.1582, 0.0637, 0.2220, 0.1520, 0.0636, 0.3428,-1.3261,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-69.9811,-8.5408,-520.4579, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.488, 0.2102,-0.4403,-0.7571, 0.1675,-0.1218, 0.1584,-0.0490, 0.0328, 0.1703, 0.0633, 0.3425,-1.3250,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-69.9811,-8.5408,-520.4579, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.498, 0.2348,-0.4527,-0.7678, 0.1524,-0.1063, 0.1837,-0.2407,-0.1548, 0.2318, 0.0613, 0.3406,-1.3224,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-70.5123,-7.7202,-520.6758, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.508, 0.2558,-0.4729,-0.7951, 0.1813,-0.1222, 0.1745,-0.4449,-0.3799, 0.2933, 0.0568, 0.3369,-1.3191,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-70.5123,-7.7202,-520.6758, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.518, 0.2557,-0.4794,-0.8071, 0.2079,-0.1474, 0.1492,-0.6059,-0.5300, 0.3305, 0.0507, 0.3315,-1.3153,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-70.5123,-7.7202,-520.6758, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.528, 0.2515,-0.4708,-0.8187, 0.2137,-0.1599, 0.1395,-0.7026,-0.5572, 0.3407, 0.0444, 0.3252,-1.3113,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-70.5123,-7.7202,-520.6758, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.538, 0.2379,-0.4553,-0.8422, 0.2149,-0.1575, 0.1302,-0.7233,-0.4956, 0.3481, 0.0386, 0.3187,-1.3073,49.737297,-123.098656, 2.2351, 222.2585, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-71.6419,-6.8270,-519.8401, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.548, 0.2222,-0.4383,-0.8676, 0.2060,-0.1476, 0.1087,-0.6718,-0.4114, 0.3698, 0.0336, 0.3128,-1.3032,49.737297,-123.098656, 2.2351, 220.9645, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-71.6419,-6.8270,-519.8401, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.558, 0.2117,-0.4192,-0.8840, 0.1940,-0.1354, 0.0850,-0.5704,-0.3130, 0.3982, 0.0296, 0.3078,-1.2988,49.737297,-123.098656, 2.2351, 220.9645, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-71.6419,-6.8270,-519.8401, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.568, 0.1986,-0.4028,-0.8980, 0.1863,-0.1200, 0.0698,-0.4553,-0.2125, 0.4309, 0.0266, 0.3038,-1.2942,49.737297,-123.098656, 2.2351, 220.9645, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-71.6419,-6.8270,-519.8401, 0.0000, 0.0000, 0.0000
23-Jan-2019 09:45:45.578, 0.1842,-0.3938,-0.9157, 0.1753,-0.1064, 0.0568,-0.3454,-0.1269, 0.4636, 0.0244, 0.3010,-1.2893,49.737297,-123.098656, 2.2351, 220.9645, 142.788895, 6.0, 3.0,Unknown,High, 100.8031, 0.1136,-71.6419,-6.8270,-519.8401, 0.0000, 0.0000, 0.0000
